,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
113,38,74,130,84,46,39,28,37,33,25,33,30,37,17,21,16,3,3,13,8,5,15,9,3,6,4,19,23,37,28,20,22,24,18,6,0,0,0,0,9,8,13,27,16,39,10,16,10,21,15,16,10,10,8,7,5,2,5
114,25,41,83,61,25,25,21,15,12,26,22,23,20,14,12,7,6,1,2,4,2,7,4,1,6,7,7,15,27,14,9,9,10,11,2,0,0,0,0,1,9,9,3,14,26,7,7,5,11,6,4,8,4,1,2,2,1,0
115,13,28,45,36,26,16,11,9,14,17,17,6,4,7,4,10,1,1,3,0,1,3,2,1,3,3,1,10,22,7,9,10,5,8,2,0,0,0,0,4,2,8,3,7,16,4,4,1,7,1,10,3,1,2,2,0,1,1
116,11,11,28,34,16,4,5,5,4,9,12,3,11,9,3,3,0,1,2,0,0,0,2,2,1,2,0,3,7,6,2,4,0,4,0,0,0,0,0,0,0,1,3,7,7,4,2,2,5,2,2,1,0,0,1,0,0,0
117,0,10,13,8,5,2,6,4,2,2,10,3,5,5,0,2,0,0,1,0,2,1,0,3,0,0,1,2,4,1,1,3,0,2,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,2,3,0,2,1,0,0,0,0
118,1,3,3,3,1,1,2,2,0,3,5,0,3,0,0,2,0,1,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1
119,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
120,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
